,min_variance,utility_ra2,utility_ra10,utility_ra50,max_sharpe,risk_parity,equal_weight,buy_and_hold_equal,nifty50
2025-11-21,1.233790025911041,0.16426701226760473,0.7443334224111993,1.366460186207426,0.731022820524085,1.7988876468404806,1.3782913764387397,1.3723259282119193,0.49641035338311434
2025-11-24,1.3555670869558194,0.32767867453937,0.8817134384902253,1.4968819419444859,0.8633698783006772,1.9742572348581855,1.5498668362219863,1.5521380055030558,0.5958198991961138
2025-11-25,1.2393171590836343,0.39196984760428305,0.9766456867434254,1.5169796145479997,0.9440668161238931,1.8431649158144456,1.4067933220557525,1.4254047360730717,0.2969984309894237
2025-11-26,1.2923639095269432,0.5980576391448316,1.1161753477361764,1.6162445459602908,1.0803264772951995,1.9505919450551674,1.5355551209024936,1.5613320761452405,0.44362655487545166
2025-11-27,1.4577924997178247,0.6282814436729991,1.0740650083958219,1.7047071576199269,1.044551679466011,2.0557058261029426,1.621727208291796,1.6558017060514716,0.6224524478526703
2025-11-28,1.6400554696493503,0.703122437239137,1.1076117883646042,1.8038082632884413,1.074875772306965,2.1967102366977,1.7490501667644955,1.7832127314207846,0.6826061282768505
2025-12-01,1.7330403177243765,0.6565060707264481,1.163465168456597,1.9000711775575287,1.1348217903946927,2.1756618543201753,1.6618799997863443,1.707805507897295,0.5804736652455184
2025-12-02,1.720197591843707,0.6159318816462619,1.1287625703730018,1.8755801278293258,1.1069208867598015,2.186783263306927,1.7013556183599057,1.7268416523969303,0.5278598030947822
2025-12-03,1.7054468555761828,0.64125801959076,1.048236455122633,1.7491318868346872,1.0424819324251138,2.1315926284170277,1.6572932066449768,1.6796415850785424,0.5183269437386888
2025-12-04,1.850082745696974,0.5507552303377584,0.9149202403344419,1.6905082032423084,0.9239203975361496,2.2206718822713665,1.7684172126613542,1.7730562640299978,0.7346220529008817
2025-12-05,1.742471633167846,0.6044323831487618,1.0931956816262787,1.772200218498931,1.1305704587569714,2.256671132336095,1.818764010722902,1.83586317196602,0.7966550600383785
2025-12-08,1.4423524671591506,-0.15198803396236757,0.44250768565740684,1.3061482593128992,0.5601756302370253,1.7779563812902652,1.3435509410953335,1.329864952666761,0.4607782232020239
2025-12-09,1.15120542051635,-0.3803670269519657,0.33809307969147834,1.123030208547227,0.4670458441438048,1.5190006052723846,1.0776686656834813,1.0708748895188198,0.11115865558183664
2025-12-10,1.0871532719934254,-0.6007762945633527,0.1831415626056104,1.0424174300967315,0.34151382790207135,1.3004105012729215,0.7955125398325837,0.7765854263230036,-0.05991450064748367
2025-12-11,1.1223915063522398,-0.5081051588812858,0.37448151085941206,1.195173676291551,0.5115952130370857,1.3956700890321097,0.8867551640179828,0.888529792164062,0.06912374319488894
2025-12-12,1.231338445040447,-0.31335670761845447,0.6189467283174173,1.3973956611463978,0.7447098818593579,1.5255708525925433,0.9887289824080847,1.0089198642594448,0.16954388258534375
2025-12-15,1.5142555251196315,-0.14141500458013168,0.8346094696084653,1.6428290422011105,0.9486166552446643,1.81609087275656,1.2421090342111678,1.2732078710824244,0.39632941537082605
2025-12-16,1.2786756449201262,-0.19129978485208549,0.7185913004972679,1.4604476744065895,0.8418678347681967,1.7446702543917603,1.2589939985698415,1.2952557480692686,0.4060454875757249
2025-12-17,1.1862643520798735,-0.42949497819738564,0.6301622627750146,1.4177505029934583,0.7557662943379617,1.6030701871904576,1.0957921416552112,1.1266493735896395,0.1469816322950499
2025-12-18,1.3870463148622698,-0.36463266519492077,0.835146586403674,1.6257179179612977,0.935293796075345,1.825301031682736,1.3103695216860434,1.3333944706416991,0.23558649004841245
2025-12-19,1.5469531977466664,-0.25207184879717853,0.9255230168314293,1.752198028377904,1.0238667463948143,1.979340960597442,1.4815430483266507,1.4944169401748622,0.4171747546159902
2025-12-22,1.784457115009392,-0.05084982046357486,1.1492470004232556,1.9487186314753224,1.263582409117544,2.2368126524721097,1.7390744292352756,1.7550748280168944,0.6233585458594597
2025-12-23,1.7888434445621346,-0.21523920293827975,0.9970182168946304,1.9037249336913045,1.0943091748839069,2.0933606353537644,1.5149708978060008,1.524820450994219,0.3248264026233831
2025-12-24,1.7836918837034095,-0.24119995881061002,0.9734845691826343,1.9044898119661435,1.0881934110287377,2.098947554890727,1.5207159508666162,1.5202866583077637,0.4320424844541874
2025-12-26,1.8496480973620089,-0.24802362017205493,1.0331031805312823,2.01984311358929,1.160471278712792,2.110134578006358,1.454546346662532,1.4564370942264104,0.26491723446823445
2025-12-29,1.5536783398011773,-0.42900936563758707,0.8829406418339343,1.8180023401068877,1.0238363662094594,1.8443952695372057,1.220000028698762,1.207411929546308,-0.028740747570579744
2025-12-30,1.410344494053751,-0.46725883369007815,0.6495033676356801,1.5981144612730223,0.7959625645045594,1.6528731460875452,1.0814616489003737,1.059682044844122,-0.3399208265685808
2025-12-31,1.4690564361925658,-0.40263483094571845,0.6892636384523569,1.681183181754832,0.8431309993108138,1.7480005061491342,1.1642624414395035,1.139760914572152,-0.23942993504348653
2026-01-01,1.0722312287554119,-0.3291669915052573,0.8249034697543989,1.7934862382534915,0.9621931340837642,1.6836169770509817,1.131075073139126,1.1220635398345191,-0.10409072187617219
2026-01-02,1.1711158626437317,-0.17827792733910688,0.9741766871270323,1.9793087170949266,1.0924885665877058,1.796126616232342,1.2617652778138764,1.251857266143828,0.04790218084285835
2026-01-05,1.250061014555843,-0.074600565648498,1.1471059520047606,2.153840742894023,1.295343692834312,1.850981518181778,1.255582723522204,1.271348176300363,0.06027887633256571
2026-01-06,1.3174974357644043,0.08617078822196987,1.1929459327886014,2.176647515575128,1.4275547584864567,1.944917771972785,1.355173176378313,1.3806694599036962,0.039086207502188025
2026-01-07,1.2087311683540327,0.003925778706841957,0.9610410694717307,1.9009149516512045,1.2003944172219783,1.8455109827526839,1.293685942824309,1.3361287919682054,-0.05285446973297944
2026-01-08,0.8654033814332301,-0.13539983422580423,0.7707996882871795,1.6450906232299372,1.0293582487185806,1.4879756743687746,0.9598764219689254,1.0200354651567887,-0.3029253964299772
2026-01-09,0.813535659323265,-0.11816137531724945,0.7509984263752068,1.6363555289990483,1.0278736111116098,1.5142103804348506,0.9911939840942836,1.0455541249877764,-0.5439186141567474
2026-01-12,1.1033721227523772,0.012279794596248781,0.9726067317232393,1.9476980427362824,1.2727329339966433,1.7194574061524537,1.1089130351224297,1.179783614549432,-0.3957947011915526
2026-01-13,1.0707346099919748,-0.043999797910724586,0.8718329791371454,1.9081576269961962,1.2023347002165254,1.7546628494578393,1.1873450397524217,1.2413184600928995,-0.3353469680267503
2026-01-14,0.8773636824732158,-0.11036032943478845,0.8219758755530249,1.7686442441165777,1.1627876279910765,1.6995549886130683,1.1737529654555554,1.2221325591288195,-0.2014403043889461
2026-01-16,0.9448260711869549,0.018100523019714203,0.9563686009770253,1.8956959260820792,1.2501812986467344,1.802481450955754,1.3168755922688948,1.371813492775,-0.10686797631109148
2026-01-19,0.9658824686292151,0.4474177605339125,1.2044630590771332,2.03811490407714,1.4849867081722925,1.7708874220381177,1.1989062089210458,1.3124424050647077,-0.32508598503112734
2026-01-20,0.8954919595789619,0.31635710141967566,1.1749151078431763,2.1037435681867684,1.4807301455424937,1.5262205341814492,0.8398108935680203,0.9902877794181544,-0.6651055923717368
2026-01-21,1.2373153817843099,0.8059548511490027,1.679482751786232,2.5526680081732156,1.9853096580461687,1.7911186046256014,0.9354491075833188,1.1609534969226052,-0.6411572676015024
2026-01-22,1.036173247583856,0.3865180752422198,1.2596292999949417,2.0643031773813205,1.547732027454568,1.752500120516176,1.127334936458448,1.2654513344440386,-0.37610638652316475
2026-01-23,1.0886587046218938,0.12289705021542442,0.9805049281674588,1.9482621081226332,1.254598769953753,1.6436906538115654,0.9378924989019001,1.0494889295703993,-0.7187925617228839
2026-01-27,1.3353795545117304,0.2930948869317377,1.1413712150439403,2.199796762561223,1.4226180659219565,1.9215076196705088,1.200558800676664,1.3264377870150803,-0.566904901787974
2026-01-28,1.371028311534296,0.4756675030664879,1.1853395451095792,2.222474032334191,1.464407055465783,1.9742568442251716,1.2421448237941337,1.3670045044669277,-0.5593491733338636
2026-01-29,1.9086896354782519,1.2323810692850221,1.8506042791124961,2.7544294064262345,2.180637924237683,2.489194365457925,1.534461330629333,1.7588707131223777,-0.3395433178898204
2026-01-30,1.3440175561472707,0.7184104878450318,1.261722036572579,1.9924527242139876,1.5801657356395005,2.245474662668099,1.6467090861178941,1.7551450956220154,-0.2188423904084095
2026-02-02,0.6917590679857838,0.242808044188626,0.5344259068951899,1.0565362502677447,0.7576277078521189,1.6167449207861364,1.3410554052975756,1.3743984118896553,-0.2869285289098154
2026-02-03,1.1241833974756075,0.6390386083213824,0.9508474020757881,1.4430026919235124,1.1673180960907423,1.972668638502169,1.6862688607749234,1.738072469103714,0.17496215488075087
2026-02-04,1.189650091202171,0.837242138525728,1.1299727942304307,1.5969570969170652,1.3578321887168288,1.9990748398797613,1.6607934616659066,1.7344712557724873,0.1863681240238474
2026-02-05,1.056137358590508,0.6675912354022885,0.9701027389644152,1.4708417448771018,1.1818083845723248,1.9053806855893778,1.623878314231426,1.6707157034132223,0.14881658600705971
2026-02-06,1.3441319629730082,0.896189243751876,1.1108752106764437,1.6936760096491563,1.3285781887483596,2.2002234280675097,1.9198504592561194,1.9379229566203455,0.3775843185800675
2026-02-09,1.4065165704304436,1.2021442073817843,1.4086467816033164,1.8555991216805559,1.6357158341131006,2.192581754936517,1.8984251837791104,1.9480573842415043,0.3851754737764512
2026-02-10,1.497338689844044,1.205437034559234,1.4615578733240595,1.9375946457051458,1.690622462562398,2.2717411036645334,1.9763870305041007,2.0254545212536588,0.5102675762143244
2026-02-11,1.6333448264107275,1.3606520201044987,1.644777713675535,2.1329332780965538,1.8472270511424984,2.484186979324954,2.2187692449746943,2.249841471150929,0.5956040309288323
2026-02-12,1.4518501026349309,1.3656365065927136,1.6147231663683586,2.0569715606457857,1.8375602646497,2.2213476655348754,1.9174426193930112,1.9561016587676407,0.44707841014452676
2026-02-13,1.1866194533533336,1.3291291415862534,1.58990230283759,1.871649055543988,1.8071606186447118,2.0275951642479026,1.8145925431762517,1.8581473146523568,0.3640935977286877
2026-02-16,1.2767945334616138,1.2827265973795248,1.570243255482283,1.9207513453134901,1.7854283700540294,2.044918915581284,1.7788299819456852,1.823801451015675,0.34718288742773284
2026-02-17,1.3847156216813112,1.315984364308012,1.610807902721168,1.9489107384166164,1.8151687417600946,2.1281789907388067,1.8662875775360845,1.8897661073161076,0.4726049716635206
2026-02-18,1.3729207876744556,1.3120422070945754,1.6055530184949283,1.921514014901825,1.8113010602219932,2.069400653290158,1.7603458382529484,1.790931397793476,0.43493727830433226
2026-02-19,1.1960544553760641,1.1597665651817264,1.4647432238887559,1.7828754585677675,1.6647299224885819,1.862708731290667,1.5339118856381597,1.5658768839667816,0.10793498308524696
2026-02-20,1.2045267348364257,1.2010178274455185,1.5074407630792146,1.8071028662444701,1.7008780398001528,1.7789934543226282,1.421962536068874,1.4541341405404804,-0.008468893834784831
2026-02-23,1.3614227677924569,1.3993607195809363,1.7060691690900303,1.9834523206135233,1.9126096719563757,1.8342781918165048,1.4342312638205141,1.4892429995742011,0.021489884456853185
2026-02-24,1.1954262814041687,1.3939965170760433,1.6790215395523327,1.9014581142218199,1.8816447313592053,1.6162580225104886,1.1829254951534989,1.232538722079078,-0.27964227668320407
2026-02-25,1.2068136624393728,1.46819437515357,1.7149402476208038,1.8985720352366338,1.9078330224771545,1.7284500901428808,1.3460321893463747,1.3853811416886839,-0.2591512877157829
2026-02-26,1.3295926353414806,1.564757261970276,1.825280027141777,1.992061533054106,2.0147160622496436,1.9106215433502614,1.5646492949295883,1.580415971114967,-0.06510141338848337
2026-02-27,1.0099957070412864,1.489858521201956,1.7367595205634543,1.7864996828704243,1.9094582867480945,1.5586889541671054,1.2152680049410929,1.2636474229210894,-0.413052763352539
2026-03-02,1.0750782801119747,1.5924195053635906,1.8447574073057635,1.8481144764030837,2.0249526971099225,1.5361372006489642,1.157448031252878,1.2493972746474638,-0.4570361252180291
2026-03-04,0.9131159476010787,1.5251375978263917,1.7093444003221079,1.6383827016236006,1.938677475686115,1.3390069515275653,1.021510046194366,1.0854826954801668,-0.5929798863910639
2026-03-05,0.905958833475282,1.636083633284575,1.7634880162222126,1.63738194642908,1.9999773825420373,1.4612549167773567,1.2195726324834708,1.265161751133501,-0.28409002107063835
2026-03-06,0.6203214785594011,1.4532435808024315,1.5073341356977241,1.3733818932705595,1.7412603438929368,1.182348607538193,0.9680844088945365,0.9998876616275049,-0.7043166542510648
2026-03-09,0.35516596332577205,1.0947911055975494,1.1843605730110636,1.076289010277482,1.442294120763678,0.8500922659197905,0.6340337337769982,0.6528239905046268,-0.9879415972654255
2026-03-10,0.3898410960686007,1.0246245085455665,1.2376277093098718,1.1380723591545374,1.496950208568937,0.9271421186408231,0.7318366777642419,0.7541822749132275,-0.8992731057595561
2026-03-11,0.18851564850657357,0.8639818351191434,1.0288593489096411,0.9199128722219667,1.2871067991769836,0.7456266838387305,0.5722708863577329,0.5914092830312927,-1.203524157010653
2026-03-12,0.0373588102166294,0.7637145411320215,0.9078654853166509,0.798319412580732,1.1566371453021798,0.6253247881796851,0.4692553757165127,0.49256150141781474,-1.3802595630060916
2026-03-13,-0.2477880831522254,0.20091281662743857,0.3914557424237959,0.47414363250166996,0.6530803318493545,0.24428558056949626,0.06678087099550882,0.0799612242776595,-1.73377208658288
2026-03-16,-0.29597834378944654,0.1627159284603524,0.3316655974598807,0.3932028615292387,0.5905055765648973,0.16875514329848273,0.0122434290835966,0.0019666036027413836,-1.585107441842902
2026-03-17,-0.3003843502500586,0.36927978844262044,0.4816167236894015,0.4468531630140184,0.7317420347335435,0.1378859737600949,-0.04457435698173986,-0.023054442948582617,-1.522870994737109
2026-03-18,-0.25817329696982744,0.5343425531922458,0.6370029822350651,0.5085711610050923,0.8626207314705587,0.22712434565315512,0.07032118505197942,0.0972316450471074,-1.3872874040446834
2026-03-19,-0.7870049532597236,0.015126409571844487,0.09747234567244922,0.013877385045807364,0.3135921637132333,-0.3376412207079271,-0.47900921924246825,-0.47209202488484975,-1.9013389940605745
2026-03-20,-0.6797556189665632,0.06497573507644237,0.1993066765320349,0.11246411404840714,0.41982099485973506,-0.14195301453253112,-0.2542864866214836,-0.26865412054555105,-1.7866873313599259
2026-03-23,-1.2312633117935499,-0.5366807282940377,-0.45869439312983545,-0.49531602077746856,-0.272289110424226,-0.6934776522931204,-0.750490305866901,-0.8190454380027192,-2.2426749651397175
2026-03-24,-0.955987458702957,-0.2605686920660185,-0.15533039761245002,-0.21745577604035046,0.007594095992743515,-0.3861742073323343,-0.4607876869248014,-0.5006633562875393,-1.9757197243680924
2026-03-25,-0.7236414126087402,-0.003912236016681894,0.09037826362874207,0.042911545206651365,0.2629033344096599,-0.17308511089542541,-0.2679478660869731,-0.27702325240477566,-1.7322532920300584
2026-03-27,-0.8645001663653032,-0.12142848331255614,-0.057445375746362,-0.13830494291391682,0.10409512308500772,-0.34767046427992737,-0.4404718753879917,-0.45171325269937807,-1.949391103527907
2026-03-30,-1.081376162109425,-0.3720145995894402,-0.25766448695495203,-0.3209571912766597,-0.0867053954458822,-0.4670318811291474,-0.5202749077615633,-0.5265998987156947,-2.1478431849581985
2026-04-01,-0.9527413405730161,-0.24443128789763982,-0.07318899032122311,-0.14690540301543606,0.09526329139247205,-0.2447386521155917,-0.24755593486166438,-0.26467859832820406,-1.872582997428707
2026-04-02,-0.9118561352696859,-0.3611426899858067,-0.12110134152303412,-0.12294721022239605,0.02123973387550298,-0.14285300054834962,-0.12166726690466968,-0.17277194570470628,-1.7871450218102705
2026-04-06,-0.7777627329958892,-0.16497694326003812,0.038498167826737255,-0.014105635962605768,0.201270004269523,0.060790289930315954,0.1024869128051197,0.05557876336538441,-1.5200063537083954
2026-04-07,-0.5590222633987086,-0.11752351176024634,0.09727558004618977,0.15027652949849982,0.2557495168095265,0.2826516486958928,0.3393751765831942,0.2645231048508567,-1.2877672809391
2026-04-08,-0.3884649822106433,0.1807166342429446,0.3509543120309208,0.29569743306506496,0.5342440202425216,0.5623959554121174,0.6784453792667908,0.6013475058250957,-0.6813504204218879
2026-04-09,-0.4025390146315361,0.12981062822098524,0.2980561136827354,0.2752532650984752,0.4781169364749323,0.5222140345532811,0.6264235162466822,0.5451709610808002,-0.7898686700847245
2026-04-10,-0.5403514703155281,0.27552816467847246,0.36147373339438943,0.18864914158383633,0.5553451131980759,0.48054777443561797,0.6181574165668438,0.5487304308757722,-0.7554860597165679
2026-04-13,-0.6260213518610726,0.16516794786788325,0.2774323727593473,0.1110093970254219,0.45809831371631765,0.29942650876000293,0.406917849121564,0.36044673506635316,-0.8995331330229148
2026-04-15,-0.5823868054380436,0.10965109023761797,0.22293370493277073,0.14064758945139147,0.39846173827731013,0.3889206061627851,0.5218582601350856,0.4586546853449314,-0.7731467364398312
2026-04-16,-0.6789999978565247,0.043733612413868715,0.10387445711332056,0.03642080294210038,0.2833064828976999,0.3457897613618039,0.49167177369579795,0.414431782184536,-0.8080979418124733
2026-04-17,-0.5374081467702138,0.14722624747612625,0.20416205439244706,0.16554589065003641,0.3864397285782621,0.45534290848534015,0.6221510223660149,0.5287118314500081,-0.6887826758742615
2026-04-20,-0.5922042237605747,0.18265928478492346,0.25651692623559214,0.13578323523925995,0.44350133594912955,0.33588966311722923,0.47267499888183456,0.40199300862404075,-0.7550096651859054
2026-04-21,-0.5110224660965069,0.15338447633158603,0.20347823273962629,0.17993963361242682,0.3861169517108362,0.4239264073915321,0.5291485130077386,0.44839426364856966,-0.6928096598797326
2026-04-22,-0.5593799546572891,0.04537889527899691,0.11631665020421333,0.15935276445747285,0.28328550304533384,0.3366565220678846,0.4382710343787037,0.3585433554356579,-0.7669305478299773
2026-04-23,-0.6036058195378607,-0.10037238362821453,0.014502853631687473,0.11841130978098999,0.1644783464408819,0.3209490062132547,0.4452786872921103,0.3513913333450705,-0.8326217507990822
2026-04-24,-0.8191734253086856,-0.20728771009651084,-0.053822783654478304,-0.029501244818084426,0.0863822153006052,0.011538409105783593,0.10015641596969678,0.040417103654368625,-1.071088798197992
2026-04-27,-0.7210225136128776,-0.15756425116910652,-0.05380215565428248,0.04632451795371451,0.09643342940987737,0.039620187290103616,0.1259625738051942,0.05900467232745616,-1.1016209012012725
2026-04-28,-0.9118837788219791,-0.305232126720146,-0.2017976192444978,-0.10187341000818234,-0.050009288112848195,-0.08181534293056288,0.05763231274894833,-0.03518653844412627,-1.218697392074163
2026-04-29,-0.7434713876997754,-0.34693759501416277,-0.18711552249087446,0.014727114837473342,-0.0608879687925673,-0.039320005800810645,0.02235147852918794,-0.07305194352749819,-1.1856514715974351
2026-04-30,-0.7872486360990529,-0.3455242549657351,-0.20330999578300113,-0.016403189976144917,-0.07722893569229337,-0.0995677955328462,-0.03405766933319461,-0.11745541379449298,-1.2932571301630325
2026-05-04,-0.6296323501950701,-0.25382533434758187,-0.13200529407146644,0.13850287720763524,-0.008863675145862714,-0.060051563636949565,-0.06793580938121617,-0.10973705935251574,-1.2370563977751192
2026-05-05,-0.5881258831379153,-0.2001419898882459,-0.07188287603808985,0.18154989493697601,0.0656669372049088,-0.04585770403572279,-0.08220755528363044,-0.1157951447128167,-1.3214196009946566
2026-05-06,-0.37265052407324717,-0.010821581100263836,0.06567169461571071,0.3626806159663868,0.2120234797076929,0.20924175663847153,0.15860832774256686,0.14029516259046837,-1.1368692644374794
2026-05-07,-0.4860364383333144,0.1322410932987094,0.1242210492105481,0.2829016819168047,0.3268844931469146,0.12573359990303135,0.11951447125342028,0.10969118849591543,-1.1990905695827259
2026-05-08,-0.444454855327826,0.08159344982256822,0.116916086329945,0.3127317663190543,0.331729048695645,0.1625497689443631,0.16309117140655718,0.14152112631177413,-1.1920497933922811
2026-05-11,-0.5014971584679163,-0.009501819989164642,0.01144904675820413,0.21546540734760636,0.2474298434172875,0.0059190035996851175,-0.023014333664748865,-0.045507250082768354,-1.2974304668629848
2026-05-12,-0.5749022286473745,-0.12943596033952642,-0.018457493023388036,0.17489848942120034,0.16804027919154488,-0.19084981337870174,-0.2726787170152779,-0.2651855936364736,-1.5339503313092429
2026-05-13,-0.44485813894593434,0.05299386596844877,0.18565308052540813,0.2831386727623933,0.3933765195391885,-0.07288444185132484,-0.15873193616186215,-0.12652786897009,-1.4360670831582734
2026-05-14,-0.34594732326266364,0.0649808214675494,0.20108458619582273,0.3562681415894793,0.40053992461354754,0.0003325938082778215,-0.0949852675679911,-0.05751293582002309,-1.2347857370880644
2026-05-15,-0.29743147743222653,0.01464807370333399,0.12386076750772418,0.3638266022324041,0.31085846202880885,0.06581604011000393,-0.020223300931042253,-0.005304113088720626,-1.250649837459715
2026-05-18,-0.3690816364905766,-0.10396050389973771,0.01876510316049394,0.28677615297199954,0.21076693307304764,-0.02371775553803134,-0.10410670395905955,-0.09472754657478387,-1.2885520164105193
2026-05-19,-0.48544071994793475,-0.18335476422766178,-0.06046066949315839,0.19765680779691852,0.12670201880878057,-0.10369124106978515,-0.18374624162713132,-0.181718287124494,-1.366720967213664
2026-05-20,-0.5477697861990277,-0.1597766447948112,-0.049366434984990576,0.18305424424286165,0.15449441007134812,-0.21332587569175543,-0.3171777367885963,-0.29760846785629247,-1.436881945161016
2026-05-21,-0.6682632440544267,-0.2651608425731106,-0.16795819686163183,0.04358677992565066,0.042847947465646415,-0.296219533308081,-0.3652059882916123,-0.3585503865851211,-1.4408502192501538
2026-05-22,-0.7510700371708979,-0.2090277487151724,-0.14771910446677342,-0.0019331964705666213,0.07200863686339877,-0.3696002271771656,-0.43995993900117847,-0.41385362381439833,-1.4209036090519196
2026-05-25,-0.6826667736128701,-0.13744831013188297,-0.1361505532384499,0.015467784941379785,0.09427725274422502,-0.32174514158379186,-0.4015403816478952,-0.3739098396406626,-1.2957519255187797
2026-05-26,-0.6265987680650198,-0.11662362348827261,-0.10174395266518801,0.06705754734873279,0.12865616638237692,-0.2703539775872836,-0.35586965825510064,-0.3275248024992252,-1.3071481038250832
2026-05-27,-0.8361004856336977,-0.13937438998352408,-0.1857201950158833,-0.07986349166745453,0.06252855959007718,-0.4489806046210595,-0.5188582902576554,-0.47739413980069934,-1.3819001210727793
2026-05-28,-0.8193553508795107,-0.12937610249571704,-0.16799135233927961,-0.05918243614087283,0.07993958803900089,-0.44373057621333617,-0.5236441933647948,-0.4856501040179953,-1.451448265115013
2026-05-29,-1.0144134865168408,-0.2063229735176366,-0.2579379440639194,-0.2219710795591772,0.020803819853507054,-0.5975535048341518,-0.6510103112092462,-0.6042499846605248,-1.5695650161095653
2026-06-01,-1.1048946615363195,-0.32085624103932897,-0.3778029097991024,-0.30515095827969657,-0.09833132445228908,-0.6334562654874801,-0.665501558201685,-0.6397683169326078,-1.6034655978473702
2026-06-02,-1.0751389652157406,-0.3617548161061235,-0.38872243011484475,-0.29905524307514186,-0.113200276986503,-0.5492439600913623,-0.5707275413218534,-0.5757878741276699,-1.5121863062308174
2026-06-03,-1.227303336379835,-0.37080082879424164,-0.4142658872696019,-0.411570785484995,-0.11929700985561593,-0.811868640383252,-0.8556470939133047,-0.817828833644561,-1.7198074496718894
2026-06-04,-1.2176140235000448,-0.29489095338856103,-0.33619042307441854,-0.3664416066924111,-0.04123386053068805,-0.7665718436289286,-0.8046111658323131,-0.7603107791814673,-1.7188282727674506
2026-06-05,-1.263971225667655,-0.3179397465511868,-0.35573375445303784,-0.3976661473633535,-0.057301153662142446,-0.7953416043660771,-0.8273839661436649,-0.7794068833420507,-1.739465550858485
2026-06-08,-1.3556721852003633,-0.4322326568940438,-0.49162209902229215,-0.4834928750398852,-0.20885714734286906,-0.9212235056492469,-0.9453078013302811,-0.9059722439366776,-1.8509389232553246
2026-06-09,-1.2690775317883063,-0.22172922326310196,-0.32044872506045513,-0.41266566307427155,-0.016316375818829876,-0.8159899294499777,-0.8223171376533529,-0.7676343094120104,-1.7165553518760035
2026-06-10,-1.3475978755409075,-0.22075136269210086,-0.33842276646750435,-0.44691925623697,-0.028344128464730913,-0.8034859926682938,-0.784289557311045,-0.7545398698822535,-1.7090066328413631
2026-06-11,-1.4059725126213611,-0.2301515417407963,-0.3458667123568681,-0.45339568750148884,-0.04179984623276937,-0.8727561568912319,-0.8758219817008434,-0.8360687907367039,-1.7611907977519483
2026-06-12,-1.3330406765956404,-0.17160109530451365,-0.37772157273645235,-0.4881094524364313,-0.08158261614925484,-0.780148761365919,-0.7535320900407115,-0.7175444694966905,-1.5614488810334637
2026-06-15,-1.2965918411552637,0.17954831941934765,-0.12878313611961476,-0.40946290204379415,0.18357137166072837,-0.5741137020099408,-0.48350517139189453,-0.4422734254212226,-1.331829972880794
2026-06-16,-1.131723383739108,0.272600465618567,-0.05991620896460827,-0.30520304787419106,0.2387766968024589,-0.42248259272721506,-0.3419646133656462,-0.3149311021358696,-1.2035280332181555
2026-06-17,-1.1051404717186575,0.42762065255417486,0.04057385852188948,-0.25239350279121775,0.3443631639375537,-0.3310263583810424,-0.22215981263045048,-0.1903828159152635,-1.1144852608498315
2026-06-18,-1.1400493983642075,0.31778576787422363,-0.06302588766647024,-0.3070423597480735,0.21599486870652562,-0.4012862972920057,-0.3012710413505177,-0.2750411183533584,-1.140461597740687
2026-06-19,-1.1997610936938274,0.2571251549299347,-0.1515975596285232,-0.4052644198999621,0.13851556522108124,-0.5517075574920478,-0.4518087900635131,-0.4167942463282011,-1.2902215942704243
2026-06-22,-1.2582488121112174,0.285915374944075,-0.17318958515046734,-0.4598339404999581,0.15372257689611024,-0.5596258806112979,-0.4254306328901585,-0.396187023817275,-1.2339836975254406
2026-06-23,-1.2210600529063198,0.32780211050701247,-0.12993242615027378,-0.427984810787433,0.20798488071484453,-0.5678540437889227,-0.4447706113805806,-0.4100710490767947,-1.2930267831568618
