Date,GOLDBEES,HDFCBANK,INDIGO,ITC,LT,NESTLEIND,ONGC,SUNPHARMA,TECHM,TITAN
2026-03-10,132.1999969482422,849.4500122070312,4380.39990234375,309.04998779296875,3876.0,1241.199951171875,269.20001220703125,1812.800048828125,1336.5999755859375,4220.10009765625
2026-03-11,132.7100067138672,833.9500122070312,4350.7001953125,309.0,3838.800048828125,1233.699951171875,270.75,1825.9000244140625,1334.4000244140625,4140.2998046875
2026-03-12,132.42999267578125,832.75,4251.7001953125,304.1000061035156,3719.5,1220.800048828125,270.54998779296875,1825.300048828125,1349.800048828125,4129.60009765625
2026-03-13,130.32000732421875,817.0,4158.2001953125,301.45001220703125,3439.0,1202.199951171875,264.1000061035156,1801.5999755859375,1332.800048828125,4073.199951171875
2026-03-16,127.22000122070312,840.5999755859375,4222.10009765625,308.25,3469.39990234375,1213.4000244140625,260.45001220703125,1783.199951171875,1339.5,4090.800048828125
2026-03-17,128.22000122070312,845.3499755859375,4287.89990234375,304.8500061035156,3542.800048828125,1206.9000244140625,264.75,1794.4000244140625,1341.800048828125,4090.5
2026-03-18,127.91000366210938,843.0499877929688,4360.60009765625,304.04998779296875,3607.89990234375,1204.800048828125,265.0,1778.300048828125,1385.199951171875,4145.5
2026-03-19,121.31999969482422,798.2000122070312,4154.2998046875,298.0,3434.5,1186.300048828125,269.1000061035156,1744.4000244140625,1340.5999755859375,4037.89990234375
2026-03-20,121.05999755859375,780.4500122070312,4149.10009765625,299.95001220703125,3434.800048828125,1193.5999755859375,265.3999938964844,1777.0999755859375,1384.800048828125,4106.60009765625
2026-03-23,110.72000122070312,744.1500244140625,3945.300048828125,290.45001220703125,3342.39990234375,1166.800048828125,265.45001220703125,1758.4000244140625,1384.0,3853.10009765625
,GOLDBEES.NS,HDFCBANK.NS,INDIGO.NS,ITC.NS,LT.NS,NESTLEIND.NS,ONGC.NS,SUNPHARMA.NS,TECHM.NS,TITAN.NS
